,index,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
6149,12580,Sau Din Saas Ke,1980,133.43912352005654,Drama,6.0,40,Vijay Sadanah,Ashok Kumar,Raj Babbar,Reena Roy
6150,12581,Sau Jhooth Ek Sach,2004,110.0,"Drama, Thriller",7.2,70,Bappaditya Roy,Mammootty,Lillete Dubey,Joy Sengupta
6151,12584,Sau Saal Baad,1989,133.43912352005654,Horror,3.4,17,Mohan Bhakri,Hemant Birje,Sahila Chaddha,Suraj Chaddha
6152,12590,Sauda,1995,132.0,Romance,3.8,24,Ramesh Modi,Sumeet Saigal,Neelam Kothari,Vikas Bhalla
6153,12593,Saudagar,1973,131.0,"Drama, Family",7.2,733,Sudhendu Roy,Amitabh Bachchan,Nutan,Trilok Kapoor
6154,12594,Saudagar,1991,213.0,"Action, Drama, Romance",6.8,1279,Subhash Ghai,Dilip Kumar,Raaj Kumar,Vivek Mushran
6155,12599,Saugandh,1991,153.0,"Action, Drama, Romance",5.8,925,Raj N. Sippy,Rakhee Gulzar,Akshay Kumar,Shanti Priya
6156,12601,Saugandh Geeta Ki,2001,97.0,Action,3.8,6,William Hunt,Ishrat Ali,Hemant Birje,Pinky Chinoy
6157,12603,Sautela,1999,139.0,Action,4.7,13,Rama Rao Tatineni,Vinay Anand,Mithun Chakraborty,Gulshan Grover
6158,12604,Sautela Bhai,1962,133.43912352005654,"Drama, Family",7.3,10,Mahesh Kaul,Anwari,Bagla,S.N. Banerjee
6159,12605,Sautela Bhai,1996,144.0,Drama,6.0,25,B.R. Ishara,Rajesh Khanna,Raj Babbar,Kumar Gaurav
6160,12611,Savera,1958,133.43912352005654,"Crime, Drama",7.2,9,Satyen Bose,Ashok Kumar,Meena Kumari,Bipin Gupta
6161,12614,Saveray Wali Gaadi,1986,135.0,Drama,6.2,58,Bharathiraja,Sunny Deol,Poonam Dhillon,Prem Chopra
6162,12619,Sawaal,1982,123.0,"Drama, Family, Romance",6.1,56,Ramesh Talwar,Sanjeev Kumar,Waheeda Rehman,Shashi Kapoor
6163,12625,Sawan Bhadon,1970,155.0,"Action, Romance, Thriller",6.5,41,Mohan Segal,Navin Nischol,Rekha,Shyama
6164,12627,Sawan Ki Ghata,1966,136.0,"Musical, Romance",6.3,55,Shakti Samanta,Manoj Kumar,Sharmila Tagore,Mumtaz
6165,12628,Sawan Ko Aane Do,1979,153.0,"Musical, Drama, Romance",7.6,64,Kanak Mishra,Rita Bhaduri,Arun Govil,Jankidas
6166,12629,Say Salaam India: 'Let's Bring the Cup Home',2007,130.0,"Drama, Sport",6.3,94,Subhash Kapoor,Mandar Jadhav,Milind Soman,Sanjay Suri
6167,12630,Say Yes to Love,2012,115.0,Romance,5.5,14,Mahrukh Mirza,Nazia Hussain,Salim Khan,Kunal Shamshere Malla
6168,12632,Sayonee,2020,111.0,"Action, Musical, Romance",7.6,566,Nitin Gupta,Abhay Singhal,Tanmay Ssingh,Musskan Sethi
6169,12634,Sazaa,1951,111.0,"Drama, Family",6.2,36,Fali Mistry,Dev Anand,Nimmi,Shyama
6170,12635,Sazaa,1972,133.43912352005654,"Action, Thriller",5.0,6,Chand,Ashok Kumar,Pran,Kabir Bedi
6171,12636,Sazaye Maut,1981,133.43912352005654,"Crime, Drama",7.0,80,Vidhu Vinod Chopra,Naseeruddin Shah,Radha Saluja,Naresh Suri
6172,12642,School,2004,133.43912352005654,Drama,6.6,13,Pratima V. Kulkarni,Yashodhan Bal,Ravi Behl,Siddharth Dhamija
6173,12644,School Girl,1999,133.43912352005654,Drama,8.0,50,Kishan Shah,Aparna,Raj Premi,Jyoti Rana
6174,12650,Scorned,2020,104.0,Thriller,2.5,25,Tanveer Hashmi,Tanveer Hashmi,Pooja Joshi,Paras Randhawa
6175,12651,Scotland,2019,120.0,Crime,5.3,406,Manish Vatssalya,Adam Saini,Khushboo Purohit,Chetan Pandit
6176,12653,Scream of the Ants,2006,85.0,"Adventure, Drama",6.0,856,Mohsen Makhmalbaf,Mamhoud Chokrollahi,Mahnour Shadzi,Karl Maass
6177,12657,Searching for Sheela,2021,58.0,"Documentary, Biography, Crime",4.1,553,Shakun Batra,Ma Anand Sheela,Shoma Chaudhury,Anurag Chauhan
6178,12658,Seasons Greeting,2019,47.0,Drama,6.5,32,Ram Kamal Mukherjee,Lillete Dubey,Shree Ghatak,Celina Jaitly
6179,12659,Second Hand Husband,2015,105.0,"Comedy, Romance",3.8,156,Smeep Kang,Dharmendra,Sanjay Mishra,Vijay Raaz
6180,12661,Second Marriage Dot Com,2012,130.0,Drama,7.5,55,Gaurav Panjwani,Subhash Ahuja,Syna Anand,Raman Atre
6181,12664,Secret Attack,2020,133.43912352005654,Drama,8.6,21,Hemendra Kumar Singh,Perthvi Jutsi,Brijendra Kala,Ashutosh Kaushik
6182,12668,Secret Superstar,2017,150.0,"Drama, Music",7.8,21923,Advait Chandan,Zaira Wasim,Meher Vij,Raj Arjun
6183,12673,Secrets of Sinauli,2021,56.0,"Documentary, History",9.3,1373,Raghav Jairath,Manoj Bajpayee,R.S. Bhist,K.N. Dixit
6184,12674,Secrets of the Seven Sounds,2008,133.43912352005654,"Animation, Adventure, Fantasy",3.8,9,Rajiv Maikhuri,Parvin Dabas,Gaurav Kapoor,Koel Purie
6185,12675,Section 375,2019,124.0,"Crime, Drama, Mystery",8.1,13045,Ajay Bahl,Akshaye Khanna,Richa Chadha,Rahul Bhatt
6186,12679,Seeking Happily Ever After,2018,104.0,"Drama, Romance",6.8,1117,Harish Vyas,Shivani Raghuvanshi,Anshuman Jha,Ekavali Khanna
6187,12681,Seeking True Love,2017,116.0,"Comedy, Romance",7.5,20275,Ashwiny Iyer Tiwari,Ayushmann Khurrana,Kriti Sanon,Rajkummar Rao
6188,12683,Seema,1971,133.43912352005654,"Drama, Family",6.0,13,Surendra Mohan,Rakesh Roshan,Kabir Bedi,Simi Garewal
6189,12685,Seema,1955,140.0,Drama,6.8,103,Amiya Chakrabarty,Nutan,Balraj Sahni,Sunder
6190,12686,Seepeeyan,1984,133.43912352005654,Drama,6.8,12,Akash Jain,Om Puri,Ranjeet,Debashree Roy
6191,12688,Seeta Aur Geeta,1972,162.0,"Adventure, Comedy, Drama",6.8,1768,Ramesh Sippy,Dharmendra,Sanjeev Kumar,Hema Malini
6192,12693,Seetharamula Kalyanam Lankalo,2010,142.0,"Action, Comedy, Drama",4.4,119,Y. Eshwara Reddy,Hansika Motwani,Nithiin,Ali
6193,12694,Seevalaperi Pandi,1994,114.0,"Action, Thriller",6.8,44,Prathap Pothen,Ahana,Napolean,R.P. Vishwam
6194,12695,Sehar,2005,125.0,"Action, Crime, Drama",7.7,2082,Kabeer Kaushik,Arshad Warsi,Pankaj Kapur,Mahima Chaudhry
6195,12697,Sehra,1963,133.43912352005654,"Drama, Romance",6.0,40,Shantaram Rajaram Vankudre,Sandhya,Lalita Pawar,Prashanth
6196,12703,Sengottai,1996,150.0,Action,6.9,15,C.V. Sasikumar,Rajan Deo,Rajan P. Dev,Meena
6197,12704,Serious Men,2020,114.0,"Comedy, Drama",6.8,6382,Sudhir Mishra,Sachin Krishn,Nawazuddin Siddiqui,Nassar
6198,12706,Setters,2019,126.0,Thriller,5.3,246,Ashwini Chaudhary,Shreyas Talpade,Aftab Shivdasani,Sonnalli Seygall
6199,12713,Sewak,1975,133.43912352005654,Drama,6.7,9,S.M. Abbas,Vinod Khanna,Neetu Singh,Ranjeet
6200,12717,Shaadi,1962,133.43912352005654,"Action, Comedy, Drama",7.2,28,R. Krishnan,S. Panju,Balraj Sahni,Saira Banu
6201,12718,Shaadi Abhi Baaki Hai,2017,127.0,Drama,5.2,11,Mansi Dovhal,Amit Bhaskar,Prem Chopra,Sonika Chopra
6202,12721,Shaadi Ka Laddoo,2004,133.43912352005654,Comedy,5.1,99,Raj Kaushal,Sanjay Suri,Mandira Bedi,Aashish Chaudhary
6203,12723,Shaadi Karke Phas Gaya Yaar,2006,152.0,"Comedy, Drama, Romance",4.1,1143,K.S. Adiyaman,Salman Khan,Shilpa Shetty Kundra,Reema Lagoo
6204,12724,Shaadi Ke Baad,1972,134.0,Comedy,5.1,28,L.V. Prasad,Jeetendra,Rakhee Gulzar,Shatrughan Sinha
6205,12725,Shaadi ke patasey,2019,90.0,Drama,6.9,7,Shahid Kazmi,Arjun Manhas,Tariq Imtyaz,Mushtaq Ali
6206,12727,Shaadi Ke Side Effects,2014,145.0,"Comedy, Romance",5.6,3882,Saket Chaudhary,Farhan Akhtar,Vidya Balan,Vir Das
6207,12728,Shaadi Mein Zaroor Aana,2017,137.0,"Drama, Romance",7.6,13387,Ratnaa Sinha,Rajkummar Rao,Kriti Kharbanda,K.K. Raina
6208,12729,Shaadi No. 1,2005,129.0,Comedy,3.5,892,David Dhawan,Fardeen Khan,Zayed Khan,Sharman Joshi
6209,12731,Shaadi Se Pehle,2006,122.0,"Comedy, Musical, Romance",4.1,737,Satish Kaushik,Akshaye Khanna,Ayesha Takia,Mallika Sherawat
6210,12733,Shaadi Teri Bajayenge Hum Band,2018,140.0,Comedy,4.9,180,Gurpreet Sondh,Rahul Bagga,Radha Bhatt,Shrashti Maheshwari
6211,12734,Shaadisthan,2021,94.0,"Drama, Musical",6.0,191,Raj Singh Chaudhary,Nivedita Bhattacharya,Sanjay Dadhich,Kirti Kulhari
6212,12736,Shaan,1980,181.0,"Action, Adventure, Crime",7.1,2596,Ramesh Sippy,Sunil Dutt,Shashi Kapoor,Amitabh Bachchan
6213,12740,Shaandaar,2015,144.0,"Comedy, Drama, Romance",3.5,5250,Vikas Bahl,Shahid Kapoor,Alia Bhatt,Pankaj Kapur
6214,12743,Shaapit: The Cursed,2010,145.0,"Adventure, Horror, Romance",5.4,844,Vikram Bhatt,Aditya Narayan,Shweta Agarwal,Shubh Joshi
6215,12745,Shaayad,1979,133.43912352005654,Drama,5.3,14,Madan Bawaria,Vijayendra Ghatge,Neeta Mehta,Naseeruddin Shah
6216,12747,Shabab,1954,133.43912352005654,"Drama, Romance",5.5,25,M. Sadiq,Bharat Bhushan,Nutan,Shyam Kumar
6217,12748,Shabd,2005,140.0,"Drama, Thriller",5.1,1359,Leena Yadav,Sanjay Dutt,Aishwarya Rai Bachchan,Zayed Khan
6218,12751,Shabnam,1949,154.0,"Drama, Family, Romance",6.6,32,Bibhuti Mitra,Dilip Kumar,Shyama,Cuckoo
6219,12752,Shabnam,1964,133.43912352005654,"Action, Adventure, Comedy",5.4,18,Aspi Irani,Mehmood,L. Vijayalakshmi,Sheikh Mukhtar
6220,12755,Shabnam Mausi,2005,150.0,"Action, Biography, Drama",6.2,56,Yogesh Bharadwaj,Ashutosh Rana,Sujeet Chaubey,Rashami Desai
6221,12757,Shabri,2011,98.0,"Action, Crime, Drama",5.6,136,Lalit Marathe,Isha Koppikar,Raj Arjun,Manish Wadhwa
6222,12758,Shackle,2015,99.0,Drama,7.4,20,Dedipya Joshii,Tanima Bhattacharya,Chetan Sharma,Harish Hariaudh
6223,12760,Shadi Ki Raat,1935,133.43912352005654,Horror,5.1,8,Mohan Dayaram Bhavnani,Nargis,S.B. Nayampalli,Fatty Prasad
6224,12765,Shadow,2009,133.43912352005654,"Action, Crime, Drama",4.9,55,Rohit Krishnakant Nayyar,Samir Aftab,Shruti Agarwal,Hrishitaa Bhatt
6225,12766,Shadyantra,1990,133.43912352005654,"Action, Crime, Drama",5.3,15,Rajan Johri,Hema Malini,Raja Bundela,Pankaj Kapur
6226,12767,Shagird,1967,133.43912352005654,"Comedy, Musical, Romance",7.0,123,Samir Ganguly,Joy Mukherjee,Saira Banu,I.S. Johar
6227,12768,Shagird,2011,143.0,"Action, Crime, Drama",7.1,1946,Tigmanshu Dhulia,Nana Patekar,Mohit Ahlawat,Rimi Sen
6228,12776,Shaheed,1948,164.0,"Drama, Romance",7.2,74,Ramesh Saigal,Dilip Kumar,Kamini Kaushal,Chandra Mohan
6229,12777,Shaheed,1965,150.0,"Biography, Drama, History",7.9,344,S. Ram Sharma,Kamini Kaushal,Nirupa Roy,Anand Kumar
6230,12778,Shaheed Bhagat Singh,1963,133.43912352005654,"Biography, History",6.8,24,Shammi Kapoor,Prem Nath,Achala Sachdev,D.K. Sapru
6231,12780,Shaheed- E- Aazam,2018,133.43912352005654,Biography,6.1,7,Arun K. Pathak,Sibu Giri,Prashant Kumar,Rahul Pathak
6232,12783,Shaheed-E-Azam,2002,173.0,"Biography, Drama, History",6.8,27,Sukumar Nair,Sonu Sood,Manav Vij,Binnu Dhillon
6233,12788,Shahenshah,1988,175.0,"Action, Adventure",6.3,1945,Tinnu Anand,Amitabh Bachchan,Meenakshi Sheshadri,Rohini Hattangadi
6234,12789,Shahenshah,1953,123.0,Action,4.6,9,Amiya Chakrabarty,Ranjan,Shakila,K.N. Singh
6235,12804,Shahid,2012,129.0,"Biography, Drama",8.2,15659,Hansal Mehta,Rajkummar Rao,Prabhleen Sandhu,Mohd. Zeeshan Ayyub
6236,12805,Shahjehan,1946,121.0,"Drama, History, Romance",6.9,30,Abdul Rashid Kardar,K.L. Saigal,Ragini,Rehman
6237,12806,Shahji ki Advice,2006,73.0,Comedy,7.4,25,Jaspal Bhatti,Rakesh Bedi,Jaspal Bhatti,Shail Chaturvedi
6238,12810,Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010,89.0,"Comedy, Drama",5.0,1043,Makrand Deshpande,Suzanne Bernert,Nagesh Bhonsle,Pritika Chawla
6239,12816,Shair,1949,138.0,Romance,7.1,21,Chawla,Suraiya,Dev Anand,Kamini Kaushal
6240,12817,Shaitaan,1974,121.0,"Action, Crime, Drama",5.4,19,Feroz Chinoy,Shatrughan Sinha,Sharmila Tagore,Anil Dhawan
6241,12819,Shaitan,2011,121.0,"Action, Crime, Drama",7.2,8146,Bejoy Nambiar,Kalki Koechlin,Shiv Panditt,Gulshan Devaiah
6242,12824,Shaitan Mujrim,1979,133.43912352005654,"Adventure, Crime, Horror",6.2,10,Nazar Khan,Rakesh Khanna,Jyoti Matwankar,Dev Kumar
6243,12826,Shaitani Atma,1998,133.43912352005654,Horror,3.2,6,Harinam Singh,Sonia Thakur,Shweta Phule,Ghanshyam
6244,12829,Shaitani Dracula,2006,79.0,Horror,4.3,6,Harinam Singh,Birbal,Ramesh Goyal,Manmauji
6245,12830,Shaitani Ilaaka,1990,128.0,Horror,4.8,51,Kiran Ramsay,Sunil Dhawan,Shehnaz Kudia,Neelam Mehra
6246,12834,Shakaal,1994,133.43912352005654,Action,5.4,12,Senthilnathan,Deepika Chikhalia,Kanaka,Rajinikanth
6247,12835,Shakal Pe Mat Ja,2011,140.0,"Comedy, Crime, Drama",4.9,39,Shubh Mukherjee,Shubh Mukherjee,Pratik Katare,Harsh Parekh
6248,12836,Shakalaka Boom Boom,2007,129.0,"Drama, Musical, Romance",2.3,604,Suneel Darshan,Bobby Deol,Upen Patel,Celina Jaitly
6249,12838,Shakeela,2020,126.0,"Biography, Drama",3.2,528,Indrajit Lankesh,Pankaj Tripathi,Richa Chadha,Rajeev Pillai
6250,12839,Shakespeare-Wallah,1965,120.0,"Drama, Romance",6.8,685,James Ivory,Shashi Kapoor,Felicity Kendal,Geoffrey Kendal
6251,12840,Shakka,1981,133.43912352005654,Action,5.4,10,Shyam Ralhan,Jeetendra,Simple Kapadia,Zaheera
6252,12841,Shakthi: The Power,2002,170.0,"Action, Drama",6.0,4669,Krishna Vamsi,Karisma Kapoor,Nana Patekar,Sanjay Kapoor
6253,12842,Shakti,1982,166.0,"Action, Crime, Drama",7.7,1959,Ramesh Sippy,Dilip Kumar,Amitabh Bachchan,Rakhee Gulzar
6254,12846,Shaktiman,1993,155.0,"Action, Drama, Romance",2.6,176,K.C. Bokadia,Ajay Devgn,Karisma Kapoor,Mukesh Khanna
6255,12850,Shakuntala,1947,76.0,Drama,6.7,6,Shantaram Rajaram Vankudre,Kumar Ganesh,Jayashree,Chandra Mohan
6256,12851,Shakuntala Devi,2020,127.0,"Biography, Drama",6.1,8456,Anu Menon,Vidya Balan,Adi Chugh,Sanya Malhotra
6257,12852,Shalimar,1978,137.0,"Action, Adventure, Crime",6.3,529,Krishna Shah,Dharmendra,Zeenat Aman,Rex Harrison
6258,12854,Sham Ghansham,1998,160.0,"Action, Drama",3.5,61,Ashok Ghai,Rakhee Gulzar,Chandrachur Singh,Arbaaz Khan
6259,12857,Shama,1981,133.43912352005654,"Crime, Drama, Romance",6.9,13,Naeem Basit,Girish Karnad,Shabana Azmi,Aruna Irani
6260,12858,Shama,1961,149.0,"Drama, Musical, Romance",6.5,10,Lekhraj Bhakri,Nimmi,Vijay Dutt,M. Kumar
6261,12859,Shama Parwana,1954,147.0,"Drama, Romance",6.6,23,D.D. Kashyap,Suraiya,Shammi Kapoor,Mubarak
6262,12863,Shamitabh,2015,155.0,Drama,6.8,7099,R. Balki,Amitabh Bachchan,Dhanush,Akshara Haasan
6263,12874,Shanakht,1989,133.43912352005654,Drama,4.4,13,Tinnu Anand,Amitabh Bachchan,Madhuri Dixit,Madhavi
6264,12875,Shandaar,1974,145.0,"Drama, Family",6.8,29,R. Krishnan,S. Panju,Sanjeev Kumar,Sharmila Tagore
6265,12876,Shandar,1990,146.0,"Action, Comedy, Drama",5.2,42,Vinod Dewan,Mithun Chakraborty,Meenakshi Sheshadri,Juhi Chawla
6266,12880,Shanghai,2012,120.0,"Crime, Drama, Mystery",7.2,9804,Dibakar Banerjee,Emraan Hashmi,Abhay Deol,Prasenjit Chatterjee
6267,12882,Shankar Dada,1976,130.0,Drama,6.5,26,Shibu Mitra,Ashok Kumar,Shashi Kapoor,Neetu Singh
6268,12884,Shankar Hussain,1977,133.43912352005654,Drama,6.5,15,Yusuf Naqvi,Pradeep Kumar,Kanwaljit Singh,Madhu Chanda
6269,12885,Shankar Khan,1966,140.0,"Action, Drama, Sport",5.6,5,Nanabhai Bhatt,Prithviraj Kapoor,Dara Singh,Randhawa
6270,12888,Shankar Shambhu,1976,137.0,"Action, Crime, Drama",5.5,25,Chand,Feroz Khan,Vinod Khanna,Sulakshana Pandit
6271,12891,Shankara,1991,133.43912352005654,Action,5.4,47,Sudarshan Nag,Sunny Deol,Neelam Kothari,Alpana
6272,12895,Shanti Kranti,1991,142.0,"Action, Musical, Romance",6.0,101,V. Ravichandran,Nagarjuna Akkineni,V. Ravichandran,Juhi Chawla
6273,12896,Shapath,1984,128.0,Action,4.3,11,Ravikant Nagaich,Raj Babbar,Smita Patil,Ranjeet
6274,12897,Shapath,1997,140.0,Action,5.5,90,Rajiv Babbar,Mithun Chakraborty,Vineeta,Jackie Shroff
6275,12898,Shaque,1976,133.43912352005654,Drama,7.1,50,Vikas Desai,Aruna Raje,Vinod Khanna,Shabana Azmi
6276,12899,Sharaabi,1984,180.0,"Comedy, Drama, Romance",7.4,2716,Prakash Mehra,Amitabh Bachchan,Bharat Bhushan,Chandrashekhar
6277,12900,Sharabi,1964,133.43912352005654,"Drama, Musical, Romance",7.5,71,Raj Rishi,Dev Anand,Madhubala,Daisy Irani
6278,12903,Sharada,1957,128.0,"Drama, Romance, Musical",6.6,101,L.V. Prasad,Raj Kapoor,Meena Kumari,Shyama
6279,12904,Sharafat,1970,120.0,"Drama, Romance",7.1,77,Asit Sen,Ashok Kumar,Dharmendra,Hema Malini
6280,12905,Sharafat Chhod Di Main Ne,1976,115.0,Drama,5.8,24,Jagdev Bhambri,Feroz Khan,Hema Malini,Neetu Singh
6281,12906,Sharafat Gayi Tel Lene,2015,108.0,"Comedy, Drama, Mystery",4.9,273,Gurmmeet Singh,Zayed Khan,Tina Desai,Anupam Kher
6282,12908,Sharara,1984,135.0,Action,6.8,27,S.V. Rajendra Singh Babu,Raaj Kumar,Hema Malini,Shatrughan Sinha
6283,12909,Shararat,1959,133.43912352005654,Comedy,6.2,9,Harnam Singh Rawail,Kishore Kumar,Meena Kumari,Raaj Kumar
6284,12910,Shararat,1972,133.43912352005654,Drama,6.7,24,Manmohan Desai,Biswajit Chatterjee,Mumtaz,Sujit Kumar
6285,12912,Shararat,2002,155.0,"Comedy, Drama, Romance",4.6,448,Gurudev Bhalla,Abhishek Bachchan,Hrishitaa Bhatt,Amrish Puri
6286,12915,Sharda,1942,133.43912352005654,"Drama, Family",5.6,5,Abdul Rashid Kardar,Mehtab,Ulhas,Wasti
6287,12916,Sharda,1981,126.0,"Drama, Family",5.5,19,Lekh Tandon,Jeetendra,Rameshwari,Sarika
6288,12917,Share Bazaar,1997,133.43912352005654,Drama,4.4,7,Manmohan,Manmohan Sabir,Tinnu Anand,Birbal
6289,12918,Shareef Budmaash,1973,133.43912352005654,"Action, Crime, Thriller",6.8,52,Raj Khosla,Dev Anand,Hema Malini,Ajit
6290,12922,Sharmaji Ki Lag Gai,2019,122.0,Comedy,4.9,251,Manoj Sharma,Mugdha Godse,Brijendra Kala,Krishna Abhishek
6291,12924,Sharmeelee,1971,164.0,"Mystery, Musical, Romance",7.0,154,Samir Ganguly,Shashi Kapoor,Rakhee Gulzar,Nasir Hussain
6292,12925,Shart,1969,136.0,"Mystery, Thriller",6.7,36,Kewal Misra,Sanjay Khan,Mumtaz,Kumud Chuggani
6293,12926,Shart,1954,133.43912352005654,"Drama, Family",5.8,9,Bibhuti Mitra,Deepak,Shyama,I.S. Johar
6294,12927,Shart,1986,134.0,"Drama, Mystery, Thriller",6.4,40,Ketan Anand,Naseeruddin Shah,Shabana Azmi,Kanwaljit Singh
6295,12928,Shart: The Challenge,2004,136.0,"Drama, Romance",3.5,152,Puri Jagannadh,Tusshar Kapoor,Gracy Singh,Amrita Arora
6296,12931,Shastra,1996,144.0,"Action, Drama",4.6,83,Sanjay Khanna,Sunil Shetty,Anjali Jathar,Anupam Kher
6297,12934,Shatranj,1993,133.43912352005654,"Comedy, Drama, Romance",6.3,96,Aziz Sejawal,Jackie Shroff,Juhi Chawla,Mithun Chakraborty
6298,12935,Shatranj,1956,133.43912352005654,"Drama, Family",6.7,6,Gyan Mukherjee,Ashok Kumar,Meena Kumari,Rajendranath Malhotra
6299,12936,Shatranj,1969,168.0,"Thriller, Mystery",6.1,32,S.S. Vasan,Rajendra Kumar,Waheeda Rehman,Mehmood
6300,12939,Shatru,1986,157.0,"Action, Adventure, Crime",6.9,40,Pramod Chakravorty,Rajesh Khanna,Shabana,Ashok Kumar
6301,12942,Shaukeen,1982,127.0,Comedy,7.2,446,Basu Chatterjee,Ashok Kumar,A.K. Hangal,Utpal Dutt
6302,12944,Shaukeen Kaminay,2016,125.0,"Comedy, Drama",6.1,30,Anil Chorasiya,Seema Bilong,Sunil Chourasiya,Ankit Gajera
6303,12946,Shaurya: It Takes Courage to Make Right... Right,2008,149.0,"Crime, Drama, Thriller",7.3,3995,Samar Khan,Rahul Bose,Javed Jaffrey,Minissha Lamba
6304,12956,Sheen,2004,133.43912352005654,"Action, Drama",6.2,73,Ashoke Pandit,Tarun Arora,Sheen,Raj Babbar
6305,12957,Sheesh Mahal,1950,144.0,Drama,7.4,15,Sohrab Modi,Sohrab Modi,Naseem Banu,Pushpa Hans
6306,12958,Sheesha,1986,113.0,Drama,7.2,53,Basu Chatterjee,Mithun Chakraborty,Moon Moon Sen,Vijayendra Ghatge
6307,12960,Sheesha,2005,133.43912352005654,"Drama, Romance, Thriller",3.4,264,Ashu Trikha,Neha Dhupia,Sonu Sood,Vivek Shauq
6308,12961,Sheeshay Ka Ghar,1984,133.43912352005654,"Crime, Drama, Family",6.0,6,Amit Khanna,Ketan Anand,Ila Arun,Raj Babbar
6309,12964,Sheetalbhabi.com,2011,115.0,Comedy,3.9,34,C.M. Jain,Jatin Grewal,Hina Tasleem,Monalisa
6310,12966,Shehar Aur Sapna,1964,120.0,Drama,6.5,13,Khwaja Ahmad Abbas,David Abraham,Anwar Hussain,Manmohan Krishna
6311,12968,Shehnai,1964,133.43912352005654,"Musical, Romance",5.7,17,S.D. Narang,Biswajit Chatterjee,Rajshree,Nirupa Roy
6312,12969,Shehnai,1947,133.0,Romance,4.2,5,P.L. Santoshi,Rehana,Indumati,Nasir Khan
6313,12970,Shehri Gabru,2020,62.0,"Comedy, Crime",8.5,92,Saurabh Gulab Rao,Naman Bhati,Akshay Kaushal,Atul Kaushal
6314,12971,Shehzaade,1989,133.43912352005654,Action,4.7,34,Raj N. Sippy,Dharmendra,Shatrughan Sinha,Sameer Khakhar
6315,12972,Shehzada,1972,133.43912352005654,"Drama, Family",6.6,47,K. Shankar,Rajesh Khanna,Rakhee Gulzar,Veena
6316,12974,Sheikh Chilli,1956,112.0,"Action, Adventure, Comedy",5.4,9,Ramchandra Thakur,Master Bhagwan,Shyama,Mahipal
6317,12977,Sheitaan,2017,110.0,Horror,4.0,20,Sameer Khan,Iti Acharya,Asif Basra,Nirab Hossain
6318,12981,Sher Dil,1990,133.43912352005654,"Action, Drama",4.6,26,Jagdish Sidana,Dharmendra,Anita Raj,Rishi Kapoor
6319,12991,Sher Khan,1998,133.43912352005654,Action,5.4,8,Ambrish Sangal,Sadashiv Amrapurkar,Ankita,Rita Bhaduri
6320,12992,Sher Shivaji,1987,133.43912352005654,History,6.2,12,Ram Narayan Gabale,Parikshit Sahni,Smita Patil,Shreeram Lagoo
6321,12993,Shera,1999,125.0,Action,5.1,56,T.L.V. Prasad,Asrani,Mithun Chakraborty,Pinky Chinoy
6322,12995,Shera Shamshera,1990,133.43912352005654,"Action, Crime",4.1,8,S.R. Pratap,Raj Babbar,Sonam,Kabir Bedi
6323,13000,Sher-E-Hindustan,1997,133.43912352005654,Action,5.0,44,T.L.V. Prasad,Mithun Chakraborty,Sanghavi,Gulshan Grover
6324,13002,Sherni,1988,133.43912352005654,"Action, Drama",4.6,45,Harmesh Malhotra,Birbal,Jagdeep,Kader Khan
6325,13005,Sheroo,1957,133.43912352005654,"Drama, Family",6.8,12,Shakti Samanta,Ashok Kumar,Nalini Jaywant,Anoop Kumar
6326,13009,Sheshnaag,1990,145.0,"Action, Fantasy, Thriller",4.5,81,K.R. Reddy,Jeetendra,Rekha,Rishi Kapoor
6327,13012,Shikaar,2004,133.43912352005654,"Action, Musical, Thriller",4.9,34,Darshan Bagga,Jaz Pandher,Danny Denzongpa,Kanishkaa Kapoor
6328,13013,Shikaar,2000,135.0,"Action, Mystery",3.6,28,Bobby Raj,Abhishek Kapoor,Vikas Bhalla,Ayesha Jhulka
6329,13014,Shikar,1968,139.0,"Mystery, Thriller",6.6,111,Atma Ram,Asha Parekh,Dharmendra,Sanjeev Kumar
6330,13017,Shikara,2020,118.0,"Drama, History, Romance",3.8,6399,Vidhu Vinod Chopra,Sadia Khateeb,Aadil Khan,Zain Khan Durrani
6331,13018,Shikari,2000,160.0,"Crime, Drama, Thriller",4.6,431,N. Chandra,Govinda,Tabu,Karisma Kapoor
6332,13020,Shikari,1963,139.0,"Action, Adventure, Horror",5.7,41,Mohammed Hussain,Ajit,Ragini,Helen
6333,13023,Shikari: The Hunter,1991,162.0,"Action, Adventure",5.6,55,Latif Faiziyev,Umesh Mehra,Mithun Chakraborty,Naseeruddin Shah
6334,13024,Shikast,1953,110.0,Drama,7.0,41,Ramesh Saigal,Dilip Kumar,Nalini Jaywant,Durga Khote
6335,13026,Shikhar,2005,162.0,Drama,4.9,1061,John Mathew Matthan,Ajay Devgn,Shahid Kapoor,Bipasha Basu
6336,13028,Shikshaa,1979,125.0,"Drama, Family",5.6,9,S. Ramanathan,Raj Kiran,Sushma Verma,Beena Banerjee
6337,13032,Shimla Mirchi,2020,129.0,"Comedy, Romance",4.6,1322,Ramesh Sippy,Hema Malini,Rajkummar Rao,Rakul Preet Singh
6338,13034,Ship of Theseus,2012,139.0,Drama,8.1,6922,Anand Gandhi,Aydah El-Kashef,Yogesh Shah,Faraz Khan
